n,tempo_ms,Ologn,On,Onlogn,On2,On3,O2n
876,4.621e-05,9.77479,876,8562.71,767376,6.72221e+08,1.04858e+06
878,4.6294e-05,9.77808,878,8585.15,770884,6.76836e+08,1.04858e+06
880,4.6151e-05,9.78136,880,8607.6,774400,6.81472e+08,1.04858e+06
882,4.5989e-05,9.78463,882,8630.05,777924,6.86129e+08,1.04858e+06
884,4.594e-05,9.7879,884,8652.51,781456,6.90807e+08,1.04858e+06
886,4.6406e-05,9.79116,886,8674.97,784996,6.95506e+08,1.04858e+06
888,4.6213e-05,9.79442,888,8697.44,788544,7.00227e+08,1.04858e+06
890,4.6063e-05,9.79766,890,8719.92,792100,7.04969e+08,1.04858e+06
892,4.6203e-05,9.8009,892,8742.4,795664,7.09732e+08,1.04858e+06
894,4.6359e-05,9.80413,894,8764.89,799236,7.14517e+08,1.04858e+06
896,4.5925e-05,9.80735,896,8787.39,802816,7.19323e+08,1.04858e+06
898,4.4151e-05,9.81057,898,8809.89,806404,7.24151e+08,1.04858e+06
900,4.3745e-05,9.81378,900,8832.4,810000,7.29e+08,1.04858e+06
902,4.3813e-05,9.81698,902,8854.92,813604,7.33871e+08,1.04858e+06
904,4.5177e-05,9.82018,904,8877.44,817216,7.38763e+08,1.04858e+06
906,4.6185e-05,9.82337,906,8899.97,820836,7.43677e+08,1.04858e+06
908,4.507e-05,9.82655,908,8922.51,824464,7.48613e+08,1.04858e+06
910,4.5303e-05,9.82972,910,8945.05,828100,7.53571e+08,1.04858e+06
912,4.6306e-05,9.83289,912,8967.6,831744,7.58551e+08,1.04858e+06
914,4.6318e-05,9.83605,914,8990.15,835396,7.63552e+08,1.04858e+06
916,4.6298e-05,9.8392,916,9012.71,839056,7.68575e+08,1.04858e+06
918,4.6083e-05,9.84235,918,9035.28,842724,7.73621e+08,1.04858e+06
920,4.592e-05,9.84549,920,9057.85,846400,7.78688e+08,1.04858e+06
922,4.6197e-05,9.84862,922,9080.43,850084,7.83777e+08,1.04858e+06
924,4.6002e-05,9.85175,924,9103.02,853776,7.88889e+08,1.04858e+06
926,8.6193e-05,9.85487,926,9125.61,857476,7.94023e+08,1.04858e+06
928,4.5932e-05,9.85798,928,9148.21,861184,7.99179e+08,1.04858e+06
930,4.5456e-05,9.86109,930,9170.81,864900,8.04357e+08,1.04858e+06
932,4.4141e-05,9.86419,932,9193.42,868624,8.09558e+08,1.04858e+06
934,4.3995e-05,9.86728,934,9216.04,872356,8.14781e+08,1.04858e+06
936,4.5515e-05,9.87036,936,9238.66,876096,8.20026e+08,1.04858e+06
938,4.5396e-05,9.87344,938,9261.29,879844,8.25294e+08,1.04858e+06
940,4.4058e-05,9.87652,940,9283.93,883600,8.30584e+08,1.04858e+06
942,4.4166e-05,9.87958,942,9306.57,887364,8.35897e+08,1.04858e+06
944,4.4024e-05,9.88264,944,9329.22,891136,8.41232e+08,1.04858e+06
946,4.4164e-05,9.8857,946,9351.87,894916,8.46591e+08,1.04858e+06
948,4.4361e-05,9.88874,948,9374.53,898704,8.51971e+08,1.04858e+06
950,4.4443e-05,9.89178,950,9397.19,902500,8.57375e+08,1.04858e+06
952,4.4185e-05,9.89482,952,9419.87,906304,8.62801e+08,1.04858e+06
954,6.9707e-05,9.89785,954,9442.54,910116,8.68251e+08,1.04858e+06
956,4.8639e-05,9.90087,956,9465.23,913936,8.73723e+08,1.04858e+06
958,5.0854e-05,9.90388,958,9487.92,917764,8.79218e+08,1.04858e+06
960,5.0858e-05,9.90689,960,9510.61,921600,8.84736e+08,1.04858e+06
962,4.6617e-05,9.90989,962,9533.32,925444,8.90277e+08,1.04858e+06
964,4.5539e-05,9.91289,964,9556.03,929296,8.95841e+08,1.04858e+06
966,4.4465e-05,9.91588,966,9578.74,933156,9.01429e+08,1.04858e+06
968,4.4195e-05,9.91886,968,9601.46,937024,9.07039e+08,1.04858e+06
970,4.4479e-05,9.92184,970,9624.19,940900,9.12673e+08,1.04858e+06
972,4.5395e-05,9.92481,972,9646.92,944784,9.1833e+08,1.04858e+06
974,4.5461e-05,9.92778,974,9669.66,948676,9.2401e+08,1.04858e+06
976,4.4418e-05,9.93074,976,9692.4,952576,9.29714e+08,1.04858e+06
978,4.442e-05,9.93369,978,9715.15,956484,9.35441e+08,1.04858e+06
980,4.4381e-05,9.93664,980,9737.91,960400,9.41192e+08,1.04858e+06
982,4.4414e-05,9.93958,982,9760.67,964324,9.46966e+08,1.04858e+06
984,4.451e-05,9.94251,984,9783.43,968256,9.52764e+08,1.04858e+06
986,4.4418e-05,9.94544,986,9806.21,972196,9.58585e+08,1.04858e+06
988,4.5515e-05,9.94837,988,9828.99,976144,9.6443e+08,1.04858e+06
990,4.5532e-05,9.95128,990,9851.77,980100,9.70299e+08,1.04858e+06
992,4.4448e-05,9.9542,992,9874.56,984064,9.76191e+08,1.04858e+06
994,4.4527e-05,9.9571,994,9897.36,988036,9.82108e+08,1.04858e+06
996,4.4561e-05,9.96,996,9920.16,992016,9.88048e+08,1.04858e+06
998,4.4351e-05,9.9629,998,9942.97,996004,9.94012e+08,1.04858e+06
1000,4.4602e-05,9.96578,1000,9965.78,1e+06,1e+09,1.04858e+06
1002,4.4683e-05,9.96867,1002,9988.6,1.004e+06,1.00601e+09,1.04858e+06
1004,4.4666e-05,9.97154,1004,10011.4,1.00802e+06,1.01205e+09,1.04858e+06
1006,4.5009e-05,9.97441,1006,10034.3,1.01204e+06,1.01811e+09,1.04858e+06
1008,4.4344e-05,9.97728,1008,10057.1,1.01606e+06,1.02419e+09,1.04858e+06
1010,4.4285e-05,9.98014,1010,10079.9,1.0201e+06,1.0303e+09,1.04858e+06
1012,5.9415e-05,9.98299,1012,10102.8,1.02414e+06,1.03643e+09,1.04858e+06
1014,4.4222e-05,9.98584,1014,10125.6,1.0282e+06,1.04259e+09,1.04858e+06
1016,4.4535e-05,9.98868,1016,10148.5,1.03226e+06,1.04877e+09,1.04858e+06
1018,4.4434e-05,9.99152,1018,10171.4,1.03632e+06,1.05498e+09,1.04858e+06
1020,4.4981e-05,9.99435,1020,10194.2,1.0404e+06,1.06121e+09,1.04858e+06
1022,4.5041e-05,9.99718,1022,10217.1,1.04448e+06,1.06746e+09,1.04858e+06
1024,4.7772e-05,10,1024,10240,1.04858e+06,1.07374e+09,1.04858e+06
1026,4.8586e-05,10.0028,1026,10262.9,1.05268e+06,1.08005e+09,1.04858e+06
1028,4.8703e-05,10.0056,1028,10285.8,1.05678e+06,1.08637e+09,1.04858e+06
1030,4.8731e-05,10.0084,1030,10308.7,1.0609e+06,1.09273e+09,1.04858e+06
1032,4.8854e-05,10.0112,1032,10331.6,1.06502e+06,1.0991e+09,1.04858e+06
1034,4.9076e-05,10.014,1034,10354.5,1.06916e+06,1.10551e+09,1.04858e+06
1036,4.8703e-05,10.0168,1036,10377.4,1.0733e+06,1.11193e+09,1.04858e+06
1038,4.9231e-05,10.0196,1038,10400.3,1.07744e+06,1.11839e+09,1.04858e+06
1040,6.8268e-05,10.0224,1040,10423.3,1.0816e+06,1.12486e+09,1.04858e+06
1042,4.9915e-05,10.0251,1042,10446.2,1.08576e+06,1.13137e+09,1.04858e+06
1044,4.9131e-05,10.0279,1044,10469.1,1.08994e+06,1.13789e+09,1.04858e+06
1046,4.9194e-05,10.0307,1046,10492.1,1.09412e+06,1.14445e+09,1.04858e+06
1048,4.9283e-05,10.0334,1048,10515,1.0983e+06,1.15102e+09,1.04858e+06
1050,4.9187e-05,10.0362,1050,10538,1.1025e+06,1.15762e+09,1.04858e+06
1052,4.9122e-05,10.0389,1052,10560.9,1.1067e+06,1.16425e+09,1.04858e+06
1054,4.8929e-05,10.0417,1054,10583.9,1.11092e+06,1.17091e+09,1.04858e+06
1056,4.9253e-05,10.0444,1056,10606.9,1.11514e+06,1.17758e+09,1.04858e+06
1058,4.8791e-05,10.0471,1058,10629.9,1.11936e+06,1.18429e+09,1.04858e+06
1060,4.9803e-05,10.0498,1060,10652.8,1.1236e+06,1.19102e+09,1.04858e+06
1062,5.0043e-05,10.0526,1062,10675.8,1.12784e+06,1.19777e+09,1.04858e+06
1064,4.7517e-05,10.0553,1064,10698.8,1.1321e+06,1.20455e+09,1.04858e+06
1066,4.6742e-05,10.058,1066,10721.8,1.13636e+06,1.21136e+09,1.04858e+06
1068,4.7279e-05,10.0607,1068,10744.8,1.14062e+06,1.21819e+09,1.04858e+06
1070,4.7272e-05,10.0634,1070,10767.8,1.1449e+06,1.22504e+09,1.04858e+06
1072,5.9355e-05,10.0661,1072,10790.8,1.14918e+06,1.23193e+09,1.04858e+06
1074,5.13e-05,10.0688,1074,10813.9,1.15348e+06,1.23883e+09,1.04858e+06
1076,5.0468e-05,10.0715,1076,10836.9,1.15778e+06,1.24577e+09,1.04858e+06
1078,4.9951e-05,10.0741,1078,10859.9,1.16208e+06,1.25273e+09,1.04858e+06
1080,4.9473e-05,10.0768,1080,10883,1.1664e+06,1.25971e+09,1.04858e+06
1082,4.8034e-05,10.0795,1082,10906,1.17072e+06,1.26672e+09,1.04858e+06
1084,4.7438e-05,10.0821,1084,10929,1.17506e+06,1.27376e+09,1.04858e+06
1086,4.7916e-05,10.0848,1086,10952.1,1.1794e+06,1.28082e+09,1.04858e+06
1088,4.713e-05,10.0875,1088,10975.2,1.18374e+06,1.28791e+09,1.04858e+06
1090,4.6815e-05,10.0901,1090,10998.2,1.1881e+06,1.29503e+09,1.04858e+06
1092,4.7289e-05,10.0928,1092,11021.3,1.19246e+06,1.30217e+09,1.04858e+06
1094,4.7566e-05,10.0954,1094,11044.4,1.19684e+06,1.30934e+09,1.04858e+06
1096,4.6861e-05,10.098,1096,11067.4,1.20122e+06,1.31653e+09,1.04858e+06
1098,4.7252e-05,10.1007,1098,11090.5,1.2056e+06,1.32375e+09,1.04858e+06
1100,4.7186e-05,10.1033,1100,11113.6,1.21e+06,1.331e+09,1.04858e+06
1102,4.7387e-05,10.1059,1102,11136.7,1.2144e+06,1.33827e+09,1.04858e+06
1104,4.7095e-05,10.1085,1104,11159.8,1.21882e+06,1.34557e+09,1.04858e+06
1106,4.6938e-05,10.1111,1106,11182.9,1.22324e+06,1.3529e+09,1.04858e+06
1108,4.6911e-05,10.1137,1108,11206,1.22766e+06,1.36025e+09,1.04858e+06
1110,4.6993e-05,10.1163,1110,11229.1,1.2321e+06,1.36763e+09,1.04858e+06
1112,7.1823e-05,10.1189,1112,11252.3,1.23654e+06,1.37504e+09,1.04858e+06
1114,5.3441e-05,10.1215,1114,11275.4,1.241e+06,1.38247e+09,1.04858e+06
1116,5.5198e-05,10.1241,1116,11298.5,1.24546e+06,1.38993e+09,1.04858e+06
1118,5.5238e-05,10.1267,1118,11321.7,1.24992e+06,1.39742e+09,1.04858e+06
1120,5.105e-05,10.1293,1120,11344.8,1.2544e+06,1.40493e+09,1.04858e+06
1122,5.3629e-05,10.1319,1122,11367.9,1.25888e+06,1.41247e+09,1.04858e+06
1124,4.9476e-05,10.1344,1124,11391.1,1.26338e+06,1.42003e+09,1.04858e+06
1126,5.1685e-05,10.137,1126,11414.3,1.26788e+06,1.42763e+09,1.04858e+06
1128,4.894e-05,10.1396,1128,11437.4,1.27238e+06,1.43525e+09,1.04858e+06
1130,4.8119e-05,10.1421,1130,11460.6,1.2769e+06,1.4429e+09,1.04858e+06
1132,4.6898e-05,10.1447,1132,11483.8,1.28142e+06,1.45057e+09,1.04858e+06
1134,4.6853e-05,10.1472,1134,11506.9,1.28596e+06,1.45827e+09,1.04858e+06
1136,4.7496e-05,10.1497,1136,11530.1,1.2905e+06,1.466e+09,1.04858e+06
1138,4.702e-05,10.1523,1138,11553.3,1.29504e+06,1.47376e+09,1.04858e+06
1140,4.7016e-05,10.1548,1140,11576.5,1.2996e+06,1.48154e+09,1.04858e+06
1142,4.6839e-05,10.1573,1142,11599.7,1.30416e+06,1.48936e+09,1.04858e+06
1144,9.1843e-05,10.1599,1144,11622.9,1.30874e+06,1.49719e+09,1.04858e+06
1146,4.9127e-05,10.1624,1146,11646.1,1.31332e+06,1.50506e+09,1.04858e+06
1148,5.4419e-05,10.1649,1148,11669.3,1.3179e+06,1.51295e+09,1.04858e+06
1150,5.3992e-05,10.1674,1150,11692.5,1.3225e+06,1.52088e+09,1.04858e+06
1152,5.0632e-05,10.1699,1152,11715.8,1.3271e+06,1.52882e+09,1.04858e+06
1154,4.8574e-05,10.1724,1154,11739,1.33172e+06,1.5368e+09,1.04858e+06
1156,4.8859e-05,10.1749,1156,11762.2,1.33634e+06,1.5448e+09,1.04858e+06
1158,4.8787e-05,10.1774,1158,11785.5,1.34096e+06,1.55284e+09,1.04858e+06
1160,9.8388e-05,10.1799,1160,11808.7,1.3456e+06,1.5609e+09,1.04858e+06
1162,4.8183e-05,10.1824,1162,11831.9,1.35024e+06,1.56898e+09,1.04858e+06
1164,5.5098e-05,10.1849,1164,11855.2,1.3549e+06,1.5771e+09,1.04858e+06
1166,5.1181e-05,10.1874,1166,11878.5,1.35956e+06,1.58524e+09,1.04858e+06
1168,4.6624e-05,10.1898,1168,11901.7,1.36422e+06,1.59341e+09,1.04858e+06
1170,4.6297e-05,10.1923,1170,11925,1.3689e+06,1.60161e+09,1.04858e+06
1172,4.666e-05,10.1948,1172,11948.3,1.37358e+06,1.60984e+09,1.04858e+06
1174,4.653e-05,10.1972,1174,11971.5,1.37828e+06,1.6181e+09,1.04858e+06
1176,7.0099e-05,10.1997,1176,11994.8,1.38298e+06,1.62638e+09,1.04858e+06
1178,4.781e-05,10.2021,1178,12018.1,1.38768e+06,1.63469e+09,1.04858e+06
1180,0.000106595,10.2046,1180,12041.4,1.3924e+06,1.64303e+09,1.04858e+06
1182,5.2633e-05,10.207,1182,12064.7,1.39712e+06,1.6514e+09,1.04858e+06
1184,4.7826e-05,10.2095,1184,12088,1.40186e+06,1.6598e+09,1.04858e+06
1186,6.8505e-05,10.2119,1186,12111.3,1.4066e+06,1.66822e+09,1.04858e+06
1188,4.9012e-05,10.2143,1188,12134.6,1.41134e+06,1.67668e+09,1.04858e+06
1190,5.3474e-05,10.2167,1190,12157.9,1.4161e+06,1.68516e+09,1.04858e+06
1192,4.8568e-05,10.2192,1192,12181.2,1.42086e+06,1.69367e+09,1.04858e+06
1194,4.8753e-05,10.2216,1194,12204.6,1.42564e+06,1.70221e+09,1.04858e+06
1196,4.9005e-05,10.224,1196,12227.9,1.43042e+06,1.71078e+09,1.04858e+06
1198,4.8822e-05,10.2264,1198,12251.2,1.4352e+06,1.71937e+09,1.04858e+06
1200,4.8824e-05,10.2288,1200,12274.6,1.44e+06,1.728e+09,1.04858e+06
1202,4.8115e-05,10.2312,1202,12297.9,1.4448e+06,1.73665e+09,1.04858e+06
1204,4.7653e-05,10.2336,1204,12321.3,1.44962e+06,1.74534e+09,1.04858e+06
1206,4.7509e-05,10.236,1206,12344.6,1.45444e+06,1.75405e+09,1.04858e+06
1208,4.7506e-05,10.2384,1208,12368,1.45926e+06,1.76279e+09,1.04858e+06
1210,4.7432e-05,10.2408,1210,12391.4,1.4641e+06,1.77156e+09,1.04858e+06
1212,4.7311e-05,10.2432,1212,12414.7,1.46894e+06,1.78036e+09,1.04858e+06
1214,6.2903e-05,10.2456,1214,12438.1,1.4738e+06,1.78919e+09,1.04858e+06
1216,5.0921e-05,10.2479,1216,12461.5,1.47866e+06,1.79805e+09,1.04858e+06
1218,4.9557e-05,10.2503,1218,12484.9,1.48352e+06,1.80693e+09,1.04858e+06
1220,5.2992e-05,10.2527,1220,12508.3,1.4884e+06,1.81585e+09,1.04858e+06
1222,5.1319e-05,10.255,1222,12531.6,1.49328e+06,1.82479e+09,1.04858e+06
1224,4.7912e-05,10.2574,1224,12555,1.49818e+06,1.83377e+09,1.04858e+06
1226,4.9653e-05,10.2597,1226,12578.4,1.50308e+06,1.84277e+09,1.04858e+06
1228,4.8722e-05,10.2621,1228,12601.9,1.50798e+06,1.8518e+09,1.04858e+06
1230,4.8538e-05,10.2644,1230,12625.3,1.5129e+06,1.86087e+09,1.04858e+06
1232,4.9693e-05,10.2668,1232,12648.7,1.51782e+06,1.86996e+09,1.04858e+06
1234,4.9576e-05,10.2691,1234,12672.1,1.52276e+06,1.87908e+09,1.04858e+06
1236,4.9739e-05,10.2715,1236,12695.5,1.5277e+06,1.88823e+09,1.04858e+06
1238,5.0063e-05,10.2738,1238,12719,1.53264e+06,1.89741e+09,1.04858e+06
1240,4.8815e-05,10.2761,1240,12742.4,1.5376e+06,1.90662e+09,1.04858e+06
1242,7.1928e-05,10.2784,1242,12765.8,1.54256e+06,1.91586e+09,1.04858e+06
1244,5.0598e-05,10.2808,1244,12789.3,1.54754e+06,1.92513e+09,1.04858e+06
1246,5.1238e-05,10.2831,1246,12812.7,1.55252e+06,1.93443e+09,1.04858e+06
1248,4.7554e-05,10.2854,1248,12836.2,1.5575e+06,1.94376e+09,1.04858e+06
1250,4.771e-05,10.2877,1250,12859.6,1.5625e+06,1.95312e+09,1.04858e+06
1252,4.9712e-05,10.29,1252,12883.1,1.5675e+06,1.96252e+09,1.04858e+06
1254,5.2229e-05,10.2923,1254,12906.6,1.57252e+06,1.97194e+09,1.04858e+06
1256,4.8682e-05,10.2946,1256,12930,1.57754e+06,1.98139e+09,1.04858e+06
1258,4.8648e-05,10.2969,1258,12953.5,1.58256e+06,1.99087e+09,1.04858e+06
1260,4.9648e-05,10.2992,1260,12977,1.5876e+06,2.00038e+09,1.04858e+06
1262,4.9357e-05,10.3015,1262,13000.5,1.59264e+06,2.00992e+09,1.04858e+06
1264,4.8908e-05,10.3038,1264,13024,1.5977e+06,2.01949e+09,1.04858e+06
1266,4.9011e-05,10.3061,1266,13047.5,1.60276e+06,2.02909e+09,1.04858e+06
1268,4.9186e-05,10.3083,1268,13071,1.60782e+06,2.03872e+09,1.04858e+06
1270,4.6762e-05,10.3106,1270,13094.5,1.6129e+06,2.04838e+09,1.04858e+06
1272,4.8296e-05,10.3129,1272,13118,1.61798e+06,2.05808e+09,1.04858e+06
1274,4.8047e-05,10.3151,1274,13141.5,1.62308e+06,2.0678e+09,1.04858e+06
1276,4.721e-05,10.3174,1276,13165,1.62818e+06,2.07755e+09,1.04858e+06
1278,4.8443e-05,10.3197,1278,13188.5,1.63328e+06,2.08734e+09,1.04858e+06
1280,5.0037e-05,10.3219,1280,13212.1,1.6384e+06,2.09715e+09,1.04858e+06
1282,5.0034e-05,10.3242,1282,13235.6,1.64352e+06,2.107e+09,1.04858e+06
1284,4.8499e-05,10.3264,1284,13259.1,1.64866e+06,2.11687e+09,1.04858e+06
1286,4.7253e-05,10.3287,1286,13282.7,1.6538e+06,2.12678e+09,1.04858e+06
1288,4.8121e-05,10.3309,1288,13306.2,1.65894e+06,2.13672e+09,1.04858e+06
1290,4.8162e-05,10.3332,1290,13329.8,1.6641e+06,2.14669e+09,1.04858e+06
1292,4.7347e-05,10.3354,1292,13353.3,1.66926e+06,2.15669e+09,1.04858e+06
1294,6.0096e-05,10.3376,1294,13376.9,1.67444e+06,2.16672e+09,1.04858e+06
1296,4.8062e-05,10.3399,1296,13400.4,1.67962e+06,2.17678e+09,1.04858e+06
1298,4.7871e-05,10.3421,1298,13424,1.6848e+06,2.18688e+09,1.04858e+06
1300,4.7862e-05,10.3443,1300,13447.6,1.69e+06,2.197e+09,1.04858e+06
1302,4.7906e-05,10.3465,1302,13471.2,1.6952e+06,2.20716e+09,1.04858e+06
1304,4.6622e-05,10.3487,1304,13494.7,1.70042e+06,2.21734e+09,1.04858e+06
1306,4.6645e-05,10.3509,1306,13518.3,1.70564e+06,2.22756e+09,1.04858e+06
1308,4.7764e-05,10.3531,1308,13541.9,1.71086e+06,2.23781e+09,1.04858e+06
1310,4.7689e-05,10.3554,1310,13565.5,1.7161e+06,2.24809e+09,1.04858e+06
1312,4.714e-05,10.3576,1312,13589.1,1.72134e+06,2.2584e+09,1.04858e+06
1314,4.7105e-05,10.3597,1314,13612.7,1.7266e+06,2.26875e+09,1.04858e+06
1316,4.7277e-05,10.3619,1316,13636.3,1.73186e+06,2.27912e+09,1.04858e+06
1318,4.726e-05,10.3641,1318,13659.9,1.73712e+06,2.28953e+09,1.04858e+06
1320,4.7086e-05,10.3663,1320,13683.5,1.7424e+06,2.29997e+09,1.04858e+06
1322,4.6901e-05,10.3685,1322,13707.2,1.74768e+06,2.31044e+09,1.04858e+06
1324,4.719e-05,10.3707,1324,13730.8,1.75298e+06,2.32094e+09,1.04858e+06
1326,4.7374e-05,10.3729,1326,13754.4,1.75828e+06,2.33147e+09,1.04858e+06
1328,4.6783e-05,10.375,1328,13778.1,1.76358e+06,2.34204e+09,1.04858e+06
1330,4.685e-05,10.3772,1330,13801.7,1.7689e+06,2.35264e+09,1.04858e+06
1332,4.6731e-05,10.3794,1332,13825.3,1.77422e+06,2.36327e+09,1.04858e+06
1334,6.534e-05,10.3815,1334,13849,1.77956e+06,2.37393e+09,1.04858e+06
1336,4.8368e-05,10.3837,1336,13872.6,1.7849e+06,2.38462e+09,1.04858e+06
1338,5.3885e-05,10.3859,1338,13896.3,1.79024e+06,2.39535e+09,1.04858e+06
1340,4.7779e-05,10.388,1340,13919.9,1.7956e+06,2.4061e+09,1.04858e+06
1342,4.7922e-05,10.3902,1342,13943.6,1.80096e+06,2.41689e+09,1.04858e+06
1344,4.8754e-05,10.3923,1344,13967.3,1.80634e+06,2.42772e+09,1.04858e+06
1346,6.5258e-05,10.3945,1346,13990.9,1.81172e+06,2.43857e+09,1.04858e+06
1348,5.3546e-05,10.3966,1348,14014.6,1.8171e+06,2.44946e+09,1.04858e+06
1350,5.3775e-05,10.3987,1350,14038.3,1.8225e+06,2.46038e+09,1.04858e+06
1352,4.8414e-05,10.4009,1352,14062,1.8279e+06,2.47133e+09,1.04858e+06
1354,5.3237e-05,10.403,1354,14085.7,1.83332e+06,2.48231e+09,1.04858e+06
1356,4.7136e-05,10.4051,1356,14109.4,1.83874e+06,2.49333e+09,1.04858e+06
1358,4.907e-05,10.4073,1358,14133.1,1.84416e+06,2.50437e+09,1.04858e+06
1360,4.7337e-05,10.4094,1360,14156.8,1.8496e+06,2.51546e+09,1.04858e+06
1362,4.7704e-05,10.4115,1362,14180.5,1.85504e+06,2.52657e+09,1.04858e+06
1364,4.7815e-05,10.4136,1364,14204.2,1.8605e+06,2.53772e+09,1.04858e+06
1366,4.8148e-05,10.4157,1366,14227.9,1.86596e+06,2.5489e+09,1.04858e+06
1368,4.9288e-05,10.4179,1368,14251.6,1.87142e+06,2.56011e+09,1.04858e+06
1370,4.9471e-05,10.42,1370,14275.3,1.8769e+06,2.57135e+09,1.04858e+06
1372,4.8094e-05,10.4221,1372,14299.1,1.88238e+06,2.58263e+09,1.04858e+06
1374,4.7807e-05,10.4242,1374,14322.8,1.88788e+06,2.59394e+09,1.04858e+06
1376,4.7699e-05,10.4263,1376,14346.5,1.89338e+06,2.60529e+09,1.04858e+06
1378,4.7877e-05,10.4284,1378,14370.3,1.89888e+06,2.61666e+09,1.04858e+06
1380,4.793e-05,10.4305,1380,14394,1.9044e+06,2.62807e+09,1.04858e+06
1382,4.8083e-05,10.4325,1382,14417.8,1.90992e+06,2.63951e+09,1.04858e+06
1384,4.8097e-05,10.4346,1384,14441.5,1.91546e+06,2.65099e+09,1.04858e+06
1386,4.7995e-05,10.4367,1386,14465.3,1.921e+06,2.6625e+09,1.04858e+06
1388,4.7572e-05,10.4388,1388,14489,1.92654e+06,2.67404e+09,1.04858e+06
1390,4.7465e-05,10.4409,1390,14512.8,1.9321e+06,2.68562e+09,1.04858e+06
1392,4.8337e-05,10.4429,1392,14536.6,1.93766e+06,2.69723e+09,1.04858e+06
1394,4.6961e-05,10.445,1394,14560.4,1.94324e+06,2.70887e+09,1.04858e+06
1396,4.6833e-05,10.4471,1396,14584.1,1.94882e+06,2.72055e+09,1.04858e+06
1398,4.7077e-05,10.4491,1398,14607.9,1.9544e+06,2.73226e+09,1.04858e+06
1400,6.6434e-05,10.4512,1400,14631.7,1.96e+06,2.744e+09,1.04858e+06
1402,4.8919e-05,10.4533,1402,14655.5,1.9656e+06,2.75578e+09,1.04858e+06
1404,5.139e-05,10.4553,1404,14679.3,1.97122e+06,2.76759e+09,1.04858e+06
1406,5.0671e-05,10.4574,1406,14703.1,1.97684e+06,2.77943e+09,1.04858e+06
1408,4.8797e-05,10.4594,1408,14726.9,1.98246e+06,2.79131e+09,1.04858e+06
1410,4.863e-05,10.4615,1410,14750.7,1.9881e+06,2.80322e+09,1.04858e+06
1412,5.1901e-05,10.4635,1412,14774.5,1.99374e+06,2.81517e+09,1.04858e+06
1414,4.8523e-05,10.4656,1414,14798.3,1.9994e+06,2.82715e+09,1.04858e+06
1416,4.8662e-05,10.4676,1416,14822.1,2.00506e+06,2.83916e+09,1.04858e+06
1418,4.8935e-05,10.4696,1418,14846,2.01072e+06,2.85121e+09,1.04858e+06
1420,4.9235e-05,10.4717,1420,14869.8,2.0164e+06,2.86329e+09,1.04858e+06
1422,4.9247e-05,10.4737,1422,14893.6,2.02208e+06,2.8754e+09,1.04858e+06
1424,4.9425e-05,10.4757,1424,14917.4,2.02778e+06,2.88755e+09,1.04858e+06
1426,4.8203e-05,10.4778,1426,14941.3,2.03348e+06,2.89974e+09,1.04858e+06
1428,4.7477e-05,10.4798,1428,14965.1,2.03918e+06,2.91195e+09,1.04858e+06
1430,4.747e-05,10.4818,1430,14989,2.0449e+06,2.92421e+09,1.04858e+06
1432,4.8268e-05,10.4838,1432,15012.8,2.05062e+06,2.93649e+09,1.04858e+06
1434,4.8232e-05,10.4858,1434,15036.7,2.05636e+06,2.94881e+09,1.04858e+06
1436,4.7202e-05,10.4878,1436,15060.5,2.0621e+06,2.96117e+09,1.04858e+06
1438,4.7092e-05,10.4898,1438,15084.4,2.06784e+06,2.97356e+09,1.04858e+06
1440,4.7486e-05,10.4919,1440,15108.3,2.0736e+06,2.98598e+09,1.04858e+06
1442,4.7655e-05,10.4939,1442,15132.1,2.07936e+06,2.99844e+09,1.04858e+06
1444,4.6982e-05,10.4959,1444,15156,2.08514e+06,3.01094e+09,1.04858e+06
1446,4.6889e-05,10.4979,1446,15179.9,2.09092e+06,3.02346e+09,1.04858e+06
1448,4.6987e-05,10.4998,1448,15203.8,2.0967e+06,3.03603e+09,1.04858e+06
1450,4.701e-05,10.5018,1450,15227.7,2.1025e+06,3.04862e+09,1.04858e+06
1452,6.3457e-05,10.5038,1452,15251.6,2.1083e+06,3.06126e+09,1.04858e+06
1454,4.8608e-05,10.5058,1454,15275.4,2.11412e+06,3.07392e+09,1.04858e+06
1456,4.8592e-05,10.5078,1456,15299.3,2.11994e+06,3.08663e+09,1.04858e+06
1458,4.8566e-05,10.5098,1458,15323.3,2.12576e+06,3.09936e+09,1.04858e+06
1460,4.8392e-05,10.5118,1460,15347.2,2.1316e+06,3.11214e+09,1.04858e+06
1462,4.842e-05,10.5137,1462,15371.1,2.13744e+06,3.12494e+09,1.04858e+06
1464,4.9314e-05,10.5157,1464,15395,2.1433e+06,3.13779e+09,1.04858e+06
1466,4.9586e-05,10.5177,1466,15418.9,2.14916e+06,3.15066e+09,1.04858e+06
1468,4.8913e-05,10.5196,1468,15442.8,2.15502e+06,3.16358e+09,1.04858e+06
1470,4.8866e-05,10.5216,1470,15466.8,2.1609e+06,3.17652e+09,1.04858e+06
1472,4.8289e-05,10.5236,1472,15490.7,2.16678e+06,3.18951e+09,1.04858e+06
1474,4.8214e-05,10.5255,1474,15514.6,2.17268e+06,3.20252e+09,1.04858e+06
1476,4.8499e-05,10.5275,1476,15538.6,2.17858e+06,3.21558e+09,1.04858e+06
1478,4.8576e-05,10.5294,1478,15562.5,2.18448e+06,3.22867e+09,1.04858e+06
